title,pageid,context,rating
Cobi Crispin,33029160,"Cobi Crispin (born 22 December 1988) is a 4 point wheelchair basketball forward from Western Australia. She began playing wheelchair basketball in 2003 when she was 17 years old. The Victorian Institute of Sport and Direct Athlete Support (DAS) program have provided assistance to enable her to play. She played club basketball in the Women's National Wheelchair Basketball League (WNWBL) for the Victorian Dandenong Rangers in 2012 after having previously played for the Western Stars. In 2015 she began playing for the Minecraft Comets. She played for the University of Alabama in the United States in 2013-15.
Crispin made her Australian women's national wheelchair basketball team debut in 2006, competing in the Joseph F. Lyttle World Basketball Challenge that year, and participated in Paralympic qualification in 2007. She remained on the team and was part of the bronze medal winning Australia women's national wheelchair basketball team at the 2008 Summer Paralympics. At the 2010 IWBF World Championships in Birmingham England, her team finished fourth. The following year, she was captain of the 2011 Under 25 (U25) Women’s Wheelchair Basketball team at the 2011 Women's U25 Wheelchair Basketball World Championship, and earned a silver medal. Also in 2012, she participated in Paralympic qualifying, and went on to compete at the 2012 Summer Paralympics where her team finished second.",66
Kevin Cunningham (Paralympian),49025543,Kevin Cunningham (born 11 August 1939) was a member of Australia's first Paralympic Games Team. He participated at the 1960 Rome and 1968 Tel Aviv Paralympic Games.,44
Adam Deans,43955641,"Adam Deans (born 16 June 1988) is a 4.0 point wheelchair basketball player from Australia. He was part of the Rollers team that won the 2014 Incheon World Wheelchair Basketball Championship, and in 2016, he was selected for the 2016 Summer Paralympics in Rio de Janeiro.",54
Leanne Del Toso,36348227,"Leanne Del Toso (born 12 August 1980) is a 3.5 point wheelchair basketball player who represented Australia at the 2012 Summer Paralympics in London, where she won a silver medal. Diagnosed with chronic inflammatory demyelinating polyneuropathy at the age of nineteen, Del Toso started playing wheelchair basketball in 2006. Playing in the local Victorian competition, she was named the league's most valuable player in 2007. That year started playing for the Knox Ford Raiders in the Women's National Wheelchair Basketball League (WNWBL). The following year, she was named the team's Players' Player and Most Valuable Player (MVP).
Del Toso has played for the Dandenong Rangers in the WNWBL since 2008. In the semifinal between her Dandenong Rangers and the Goudkamp Gladiators in 2009, she scored 31 points while pulling down 19 rebounds that saw the Rangers win 81–42. The Dandenong Rangers won back-to-back titles in 2011 and 2012.
Del Toso made her debut with the Australia women's national wheelchair basketball team, known as the Gliders, at the 2009 Osaka Cup in Japan. Since winning a silver medal in London, she has participated in the 2013 Osaka Cup in Japan, where the Gliders successfully defended the title they had won in 2008, 2009, 2010 and 2012.",94
Melanie Domaschenz,33029176,"Melanie Domaschenz (born 13 October 1983) is an Australian wheelchair basketball player who is part of the Australia women's national wheelchair basketball team. She won a silver medal at the 2004 Summer Paralympics in Athens and a bronze medal at the 2008 Summer Paralympics in Beijing with the Australia women's national wheelchair basketball team, known as the Gliders.",56
Brendan Dowler,33029283,"Brendan John Dowler, OAM (born 31 January 1968) is an Australian wheelchair basketball player.",70
Jeremy Doyle,33048255,"Jeremy ""JD"" Doyle (19 November 1983 – 18 December 2011) was an Australian wheelchair basketball player. He became paraplegic due to being run over by a car, and competed in the 2009 Paralympic World Cup and the 2010 World Championship. He died of cancer in 2011 at the age of 28.",2
Mellissa Dunn,33031271,Mellissa Dunn (born 21 May 1976) is an Australian wheelchair basketball player. She was part of the silver medal winning Australia women's national wheelchair basketball team at the 2000 Sydney Paralympics. Dunn is a lawyer and mother who owns a law firm.,89
Lisa Edmonds,33031190,"Lisa Edmonds (née O'Nion) (born 5 June 1967 in Hertfordshire, England)  is a wheelchair basketball player from Australia. She was part of the silver medal winning Australia women's national wheelchair basketball team  at the 2000 Summer Paralympics. She retired from competitive wheelchair basketball in 2013 and is regarded as one of the pioneers of the women's game in Australia.",75
Justin Eveson,33029291,"Justin Cain Eveson, OAM (born 10 June 1980) is an Australian swimmer and wheelchair basketball player who has won Paralympic medals in both sports.",13
Stuart Ewin,33031338,"Stuart James Ewin, OAM (born 2 October 1967) is an Australian wheelchair basketball player. He was born in Melbourne. He was part of the Australia men's national wheelchair basketball team at the 1988 Seoul, 1992 Barcelona, and 1996 Atlanta Paralympics; he won a gold medal as part of the 1996 team, for which he received a Medal of the Order of Australia.",92
Karen Farrell,33031029,"Karen Farrell (born 24 April 1962) is an Australian wheelchair basketball player, who won two silver medals at the Paralympic Games.",44
Andrew Flavel,33030811,"Andrew Flavel (born 30 December 1971) is an Australian wheelchair basketball player. He was born in Ballarat, Victoria. He was part of the silver medal winning Australia men's national wheelchair basketball team at the 2004 Athens Paralympics. He also participated in National Wheelchair Basketball League and represented Dandenong Rangers twice, first in 2002 and second in 2004 but in 2007 he played for Wollongong Rollerhawks in the league.",17
Kylie Gauci,32456815,"Kylie Gauci (born 1 January 1985) is an Australian Paralympic 2-point wheelchair basketball player. She participated in the 2004 Summer Paralympics in Athens, where she won a silver medal; in the 2008 Summer Paralympics in Beijing, where she won a bronze medal, and the 2012 Summer Paralympics in London, where she won a second silver medal. Gauci represented Australia at the 2002, 2006 and 2010 World Championships, and was named to the World All Star 5 at the World Championships in Amsterdam in 2006. She has played over 180 international games.
Playing with the Hill's Hornets, Gauci was named the Women's National Wheelchair Basketball League (WNWBL)'s Most Valuable Player (MVP) 2 Pointer and named to the All Star Five on five consecutive occasions. In 2006 she switched to the North's Bears, now known as the Stacks Goudkamp Bears, and was named MVP 2 Pointer and All Star Five six times in a row.",61
Terry Giddy,33246884,"Terry Giddy (born 2 April 1950) is an Australian Paralympic athlete with paraplegia, who won six medals over six Paralympics.",43
David Gould (basketball),33031428,"David Ian Gould,  (born 19 April 1965) is an Australian wheelchair basketball player and coach.
Gould was part of the Australia men's national wheelchair basketball team at the 1984 New York/Stoke Mandeville, 1988 Seoul, 1992 Barcelona, 1996 Atlanta, and 2000 Sydney Paralympics. He was the top point scorer at the 1988 Seoul Paralympics, and won a gold medal as part of the winning 1996 team, for which he was awarded an Order of Australia Medal. In 2000, he received an Australian Sports Medal. He retired after the 2002 World Championships in Kitakyushu, Japan, but subsequently became assistant coach of the Australia women's national wheelchair basketball team at the 2012 London Paralympics, where they won silver.",67
Melanie Hall (basketball),33029189,Melanie Hall (born 11 January 1977) is a wheelchair basketball player from Australia. She is a paraplegic as a result of a motor vehicle accident. She was part of the bronze medal winning Australia women's national wheelchair basketball team at the 2008 Summer Paralympics.,30
Michael Hartnett (basketball),33029302,"Michael Mathew Hartnett, OAM (born 3 June 1982) is an Australian wheelchair basketball player who won a gold medal at the 2008 Summer Paralympics and the 2010 and 2014 Wheelchair Basketball World Championship.",9
Gerry Hewson,33520892,"Gerard ""Gerry"" Benjamin Hewson, OAM (born 5 June 1958) is an Australian former Paralympic wheelchair basketballer. He has coached wheelchair basketball on the national and international level in Australia. Gerry is now studying horticulture at TAFE and is the producer of Gerard Benjamin honey from Cedar Brush Creek.",52
Katie Hill,33029203,"Katie Hill (born 17 February 1984) is an Australian 3.0 point wheelchair basketball player. She participated in the 2008 Summer Paralympics in Beijing, where she won a bronze medal, and the 2012 Summer Paralympics in London, where she won a silver medal. She has over 100 international caps playing for Australia.
Hill plays for the Sydney University Flames in the Australian Women's National Wheelchair Basketball League (WNWBL). As the Hills Hornets, her team won the league championship in 2007, 2008 and 2009. After changing their name to the Sydney University Flames, they again won the WNWBL championship in 2010. She was named 4 point Most Valuable Player (MVP) and a member of the All Star Five in 2007. In 2009, she scored 21 points in the Hornets' 66-49 final win against the Perth Western Stars, and was named MVP of the finals series.
Hill made her national team debut in 2005 in Malaysia at the World Junior Wheelchair Basketball Championships, and has played for the Australia women's national wheelchair basketball team, universally known as the Gliders, at the IWBF World Wheelchair Basketball Championships in Amsterdam in 2006 and Birmingham in 2010, and at the 2007, 2009 and 2010 Osaka Cups in Japan.",8
Sue Hobbs,36716416,"Susan ""Sue"" Hobbs (born 1956/1957) is an Australian Paralympic athlete and wheelchair basketball player. Hobbs was the first woman to captain the Australian women's wheelchair basketball team and was inducted into Basketball Australia's Hall of Fame in 2013.
She was from South Australia. In 1976, at the age of 19, a car accident left her a paraplegic. At the 1980 Arnhem Games, she competed in four athletics events and won three silver medals – Women's 60 m 5, Women's 800 m 5 and the Women's 1,500 m 5. She organised the first Australian women's wheelchair basketball team. She was the captain of the women's basketball team at the 1992 Barcelona Games. Basketball Australia established the Sue Hobbs Medallist for the Australian International Women’s Wheelchair Player of the Year.
In 1999, she was diagnosed with multiple sclerosis. After the symptoms prevented her from undertaking paid employment, she began volunteering for Multiple Sclerosis Society of SA and the Northern Territory Inc.",98
Erich Hubel,36815534,"Erich Hubel is an Australian Paralympic athlete and wheelchair basketballer. At the 1980 Arnhem Paralympics, he won a silver medal in the Men's 800 m 5 event and two bronze medals in the Men's 1500 m 5 and Men's 100 m 5 events. He was also part of the Australia men's national wheelchair basketball team at the 1980 Arnhem, 1984 New York/Stoke Mandeville, and 1988 Seoul Paralympics.",40
Bridie Kean,33029218,"Bridie Kean (born 27 February 1987) is an Australian wheelchair basketball player and canoeist. She won a bronze medal at the 2008 Summer Paralympics in Beijing, and a silver medal at the 2012 Summer Paralympics in London. In 2016, she became a va'a world champion.",64
Adrian King (basketball),33029308,"Adrian John King, OAM (born 21 November 1971 in Tamworth, New South Wales)  is an Australian wheelchair basketball player. He was part of the Australia men's national wheelchair basketball team at the 2000 Sydney, 2004 Athens, and 2008 Beijing Paralympics. He won a silver medal as part of the 2004 team and a gold medal as part of the 2008 team, for which he received a Medal of the Order of Australia. He is currently living in Queensland.
Adrian was supposed to compete at a Four-Nation Invitational Tournament in Osnabruk, Germany. He was however unable to compete after undergoing shoulder surgery. Adrian was a member of the Australian Men's Wheelchair Basketball team for the 2009 Rollers World Challenge. In 2009, Sporting Wheelies and Disabled held a four-match wheelchair basketball series with between the Rockwheelers and the national league team, the Brisbane Spinning Bullets. King was part of the winning team, the Brisbane Spinning Bullets, and yet still took the opportunity to assist the Rockwheelers' players in bettering their basketball ability. King competed in the 2011 Frank Ponta Cup as a member of 'Team Gould' with the aim of this tournament being to gain recognition for wheelchair basketball. In 2013, King competed in the National Wheelchair Basketball League (NWBL) for the RSL Queensland Spinning Bullets where his team finished in 3rd place.
In 2013, he was honoured in the Tamworth Regional Olympian Honour Wall. He received this honour for his participation in the 2004 and 2008 Paralympic Games. King ended his Paralympic career with one gold medal and one silver medal both as a member of the Australian Men's Wheelchair Basketball team.
Adrian King is a qualified investment adviser with Gamma Wealth Management where he has over 11 years experience in assisting clients to manage their investments. King specialises in managing clients' financial affairs with a key focus on compensation payments, marital breakdown or deceased estate settlements.",8
Tristan Knowles,33029319,"Tristan Malcolm Knowles, OAM (born 25 April 1983) is an Australian wheelchair basketball player and won a gold medal at the 2008 Beijing Paralympics.",92
Bill Latham (basketball),33048356,"Bill Latham (born 20 October 1989) is a wheelchair basketball player from Australia. He was a member of the Australian national team that competed at the 2010  and 2014 Wheelchair Basketball World Championships that won gold medals. At the 2012 Summer Paralympics he was part of the Australian men's wheelchair team that won silver. In 2016, he was selected for the 2016 Summer Paralympics in Rio de Janeiro.",20
Timothy Maloney,33031364,"Timothy Ian Maloney, OAM (born 6 October 1967) is an Australian wheelchair basketball player. He was born in Adelaide, South Australia. He was part of the Australia men's national wheelchair basketball team at the 1992 Barcelona and 1996 Atlanta Paralympics; in 1996 he won a gold medal as part of the winning team, for which he received a Medal of the Order of Australia. In 2000, he received an Australian Sports Medal.",100
John Martin (Paralympian),33588962,"John Martin (born 1943) is an Australian Paralympic archer, athlete, table tennis player, wheelchair basketballer and wheelchair fencer who won three silver medals at five Paralympics. He was born in England and emigrated to Australia with his family at the age of 13.",85
Bill Mather-Brown,32860623,"William ""Bill"" Edgar Mather-Brown (born 14 April 1936) is an Australian Paralympian.",29
Robert McIntyre (Paralympian),35571369,"Robert Lindon McIntyre (1952/1953 – 23 December 1995) nicknamed ""Macca"",was an Australian Paralympic athlete, wheelchair basketball player and coach.",44
Tina McKenzie,33029233,"Tina McKenzie (born 8 June 1974) is an Australian wheelchair basketball player. She participated in the 2004 Summer Paralympics in Athens, where she won a silver medal; in the 2008 Summer Paralympics in Beijing, where she won a bronze medal; and the 2012 Summer Paralympics in London, where she won a second silver medal. After becoming an incomplete paraplegic as a result of a fall from a building in 1994, she took up wheelchair tennis and later wheelchair basketball. She joined the Australia women's national wheelchair basketball team, known as the Gliders, in 1999, and played her first international match at the 2002 World Wheelchair Basketball Championship in Japan. She has over 100 international caps.",17
John Mcphail,33048362,John Mcphail is a wheelchair basketball player from Australia. He was a member of the Australia men's national wheelchair basketball team that competed at the 2010 Wheelchair Basketball World Championship  that won a gold medal.,16
Matthew McShane,47231320,"Matthew McShane (born 1 November 1990) is a 1.5 point wheelchair basketball player from Australia. In 2016, he was selected as part of the Rollers team for the 2016 Summer Paralympics in Rio de Janeiro.",100
Amber Merritt,36348230,"Amber Merritt (born 17 February 1993) is a 4.5-point wheelchair basketball player who plays forward. She represented Australia at the 2012 Summer Paralympics in London, where she won a silver medal.
Born in England, Merritt moved to Australia when she was ten years old. She was originally a swimmer, but was recruited into basketball by the Paralympic Hall of Fame coach Frank Ponta in 2007. She started playing top level club wheelchair basketball in Australia for the Perth Western Stars in the Women's National Wheelchair Basketball League (WNWBL) in 2008. In 2013, she captained the team, and it to its first WNWBL championship. She was the league's top scorer, and the Most Valuable Player 4 pointer in its All Star Five, in 2011, 2012 and 2013.
Merritt made her debut with the Australia women's national wheelchair basketball team, known as the Gliders, in 2009. She has played for the Gliders in a number of international series including the 2010 U23 World Championship, 2011 U25 World Championship, 2011, 2012 and 2013 Osaka Cups, the 2012 BT Paralympic World Cup, and 2012 Gliders and Rollers World Challenge in Sydney.",15
Campbell Message,33030752,"Campbell Message (born 1 January 1975) is a wheelchair basketball player from Australia. He was born in Melbourne, Victoria. He was part of the silver medal winning Australia men's national wheelchair basketball team  at the 2004 Summer Paralympics.",54
Grant Mizens,33029327,"Grant Karlus Mizens, OAM (born 19 April 1977) is an Australian wheelchair basketball player. He was born in Sydney, New South Wales.",78
Bruno Moretti (Paralympian),32860668,"Bruno Moretti is a former Australian Paralympic competitor. His spine was dislocated while he was being delivered at birth. .
He won a silver medal in men's class b table tennis at the 1960 Rome Paralympics with Bill Mather-Brown. At the 1968 Tel Aviv Paralympics, he won a gold medal in the Men's Slalom A event and two silver medals in the Men's 100 m Wheelchair A and Men's 4x40 m Relay open events; he also participated in table tennis events and in the Australia men's national wheelchair basketball team. He coached Australia's wheelchair basketball team at the 1984 New York/Stoke Mandeville Paralympics.",93
Nick Morris (basketball),19129844,"Nicholas (""Nick"") Hugh Morris, OAM (born 16 August 1971) is an Australian wheelchair basketball player. He was born in the Victorian town of Wangaratta. He was a member of the Australian team that won gold at the 1996 Summer Paralympics in Atlanta, for which he received a Medal of the Order of Australia. He was also a member of the Australian wheelchair basketball squad at the 2000 Summer Paralympics. Morris was injured in a motorcycle accident at age 16 and credits his involvement in sport as the key to his rehabilitation.
Morris received an Australian Sports Medal in 2000 for his many years service to the Paralympic movement as a Basketball athlete.
In his professional capacity, Morris sat on the Australian Standards Committee for Access provisions (AS1428) and is a director of Morris Goding Accessibility Consulting. In 1999 he established ""accessibility.com.au"", a website dedicated to providing information about accessible venues, facilities, services, transport and news.
In 2006 Morris co-invented the Vulcan Wheel, ergonomically designed one-piece extruded aluminium wheelchair wheel for use in general travel and sport. The invention was featured on the ABC New Inventors program.
Currently Morris is a member of the International Paralympic Committee and consults for BOCOG.



",60
Alison Mosely,33031056,"Alison Mosely (born 17 August 1972 in Warwick, Queensland)  is a wheelchair basketball player from Australia. She was part of the silver medal winning Australia women's national wheelchair basketball team  at the 2004 Summer Paralympics. She was part of the silver medal winning Australia women's national wheelchair basketball team  at the 2000 Summer Paralympics.",40
Kevin Munro,35612234,"Kevin Munro is an Australian Paralympic athlete and wheelchair basketballer. At the 1968 Tel Aviv Games, he won a gold medal in the Men's 100 m Wheelchair B event and a silver medal in the Men's 4x40 m Relay open event.",77
Brad Ness,10235786,"Bradley John ""Brad"" Ness, OAM (born 24 November 1974) is an Australian wheelchair basketballer. He won a gold medal at the 2008 Beijing and silver medals at 2004 Athens and 2012 London Paralympics. He was selected as the Australian flag bearer at the Opening Ceremony at the 2016 Rio Paralympics.",50
Shaun Norris,33029340,"Shaun Daryl Norris, OAM (born 2 April 1985) is an Australian wheelchair basketball player.



",14
Clare Nott,33029141,"Clare Nott (née Burzynski) (born 11 August 1986) is an Australian 1.0 point wheelchair basketball player who plays for the Kilsyth Cobras in the Women's national Wheelchair Basketball League (WNWBL) and for the Red Dust Heelers in the mixed National Wheelchair basketball League (NWBL). She participated in the 2008 Summer Paralympics in Beijing, where she won a bronze medal, and the 2012 Summer Paralympics in London, where she won a silver medal.
A paraplegic as a result of a car crash, Nott was named the WNWBL's Best New Talent in 2005. She was the league's Most Valuable Player (MVP) in the 1 point class and a member of its All Star Five in 2009, 2010, 2011, 2013 and 2015. She has also won four National League premierships with the Wheelcats and two National Women's League premierships with the Western Stars (2013) and the Kilsyth Cobras (2015). She made her debut with the Australia women's national wheelchair basketball team, known as the Gliders, in a tournament in Canada in 2005, and has since played 141 international games. She won gold medals at the 2009, 2010 and 2012 Osaka Cups in Japan.",78
Tom O'Neill-Thorne,51117745,"Tom O'Neill-Thorne (born 8 April 1997) is a 3.0 point wheelchair basketball player from Australia. He was part of the Rollers team that won the 2014 Incheon World Wheelchair Basketball Championship, and in 2016, he was selected for the 2016 Summer Paralympics in Rio de Janeiro.",72
Kathleen O'Kelly-Kennedy,33029239,"Kathleen O'Kelly-Kennedy (born 21 June 1986) is a 4.0 point Australian wheelchair basketball player who plays forward-centre. She was part of the bronze medal-winning Australia women's national wheelchair basketball team at the 2008 Summer Paralympics in Beijing.
Active in fund raising from an early age, O'Kelly-Kennedy took a group of children with missing limbs to the 2000 Paralympic Games in Sydney, where she saw the Australia women's national wheelchair basketball team, known as the Gliders, in action for the first time, and was inspired to take up wheelchair basketball. She entered the University of Illinois on a half-scholarship in 2005, and won three US National Championships with its Women's team.
By 2006, she was part of the Gliders team that finished fourth at the World Wheelchair Basketball Championship in Amsterdam in 2006. She played professionally in Italy in 2010-11 with Sassari and with Elecom Roma in 2011-12. Although not selected for the Gliders team that played at the 2012 Summer Paralympic Games in London, she won a Bronze Medal with Elecom Roma in the Men's European Championships that year and returned to the Gliders line up for the Osaka Cup in 2013 and for the 2013 Asian Qualifiers in Thailand for the World Championships to be held in Canada on 19–29 June 2014.",14
Richard Oliver (Paralympian),33031470,"Richard Alden Oliver, OAM (born 16 April 1955) is an Australian Paralympic athlete and wheelchair basketball player. He was born in the South Australian town of Gawler. He participated in athletics at both the 1976 Toronto and 1980 Arnhem Paralympics, winning a bronze medal in 1980 in the Men's 100 m 4 event. He held the world records in the 100 m and 200 m events. He was part of the Australia men's national wheelchair basketball team at all Paralympics from 1976 to 1996. He won a gold medal as part of the winning team at the 1996 Atlanta Paralympics, for which he received a Medal of the Order of Australia.",66
Fred Pointer,36468455,"Fred Pointer is an Australian Paralympic athlete and wheelchair basketball player. At the 1980 Arnhem Games, he competed in four athletics events and won two bronze medals in the Men's 400 m 3 and Men's Slalom 3 events. He was also part of the Australia men's national wheelchair basketball team at the 1980 games.",55
Frank Ponta,31098270,"Francis Ettore Ponta (8 November 1935 – 1 June 2011) was an Australian Paralympic competitor and coach. He competed in several sports including basketball, pentathlon, swimming and fencing. A paraplegic, he lost the use of both his legs after a tumour was removed from his spinal column when he was a teenager. Ponta was a member of Australia's first national wheelchair basketball team, and is credited with expanding the sport of wheelchair basketball in Western Australia. At the end of his competitive career, he became a coach, working with athletes such as Louise Sauvage, Priya Cooper, Madison de Rozario, Bruce Wallrodt and Bryan Stitfall. He died on 1 June 2011 at the age of 75 after a long illness.",61
Donna Ritchie,33031217,"Donna Ritchie (born 28 December 1963 in Manly, New South Wales is a wheelchair basketball player from Australia. She was part of the silver medal winning Australia women's national wheelchair basketball team at the 2000 Summer Paralympics.",59
Nadya Romeo,33031249,"Nadya Romeo (sometimes Nadia Romeo) (born 1 June 1971 in Perth, Western Australia)) is a wheelchair basketball player from Australia.",33
Eric Russell (athlete),33697403,"Eric Cyril Russell, MBE (born 7 January 1944) is an Australian Paralympic athlete, coach, and administrator.",30
Julie Russell,33256573,"Julie Elizabeth Russell (née Mitchell) (born 20 August 1951) is an Australian Paralympic athlete, powerlifter and wheelchair basketballer.",84
Shawn Russell,51117753,"Shawn Russell (born 15 June 1987) is a 4.0 point wheelchair basketball player from Australia. In 2016, he was selected as part of the Rollers for the 2016 Summer Paralympics in Rio de Janeiro.",55
Jane Sachs,33030914,"Jane Sachs (née Webb) (born 19 June 1972) is an Australian wheelchair basketball player, who has won two medals at three Paralympics from 1996 to 2004.",4
Troy Sachs,33029351,"Troy Sachs, OAM (born 3 December 1975) is an Australian wheelchair basketball player. He competed at five Paralympic Games from 1992 to 2008, where he won three medals. Sachs won two national league championships in Australia, three national league championships in the United States, one national league championship in Germany, and an André Vergauwen Cup championship with Italian club Tabu Cantu.",13
David Selby (basketball),33030721,"David Thomas Selby, OAM (born 29 May 1969) is an Australian wheelchair basketball player. He was born in Sydney, New South Wales. He was part of the gold medal winning Australia men's national wheelchair basketball team  at the 1996 Summer Paralympics, for which he received a Medal of the Order of Australia. He was also part of the silver medal winning Australia men's national wheelchair basketball team  at the 2004 Summer Paralympics.",75
Tige Simmons,33029362,"Tige Arthur Simmons, OAM (born 5 May 1977) is an Australian wheelchair basketball player who represented Australia in the 2008, 2012 and 2016 Paralympic Games.
",84
Sharon Slann,33031236,"Sharon Slann (born 12 February 1966 in Clare, South Australia) is a wheelchair basketball player from Australia. She was part of the silver medal winning Australia women's national wheelchair basketball team  at the 2000 Summer Paralympics. She was a member of the Australia team at the 1992 Barcelona Games and 1996 Athens Games. Her classification was 3.0 points at Atlanta and 2.5 points at Sydney Games.",56
Donna Smith (athlete),33255037,"Donna Maree Philp (née Smith), OAM (28 June 1965 – 22 May 1999) was an Australian Paralympic athlete and wheelchair basketballer, who won six medals at four Paralympics.",9
Sarah Stewart (basketball),33029258,"Sarah Stewart (born 13 June 1976) is a 3.0 point wheelchair basketball player from Australia. She participated in the 2004 Summer Paralympics in Athens, where she won a silver medal; in the 2008 Summer Paralympics in Beijing, where she won a bronze medal; and the 2012 Summer Paralympics in London, where she won a second silver medal.
Stewart has played in the Australian Women's National Wheelchair Basketball League (WNWBL) and the National Wheelchair Basketball League (NWBL) since 2002. She has won numerous awards, including being named to the 2004, 2008, 2009, 2010 and 2012 WNWBL All-Star Five; the 2009 and 2010 WNWBL Most Valuable Player (MVP) in the 3 point class; and the 2002 WNWBL Best New Talent. She was 2010 WNWBL Champion with the Sydney Uni Flames, and 2005, 2006, 2007, 2008, and 2009 WNWBL Champion with the Hills Hornets. She was the WNWBL's Highest point scorer in 2010. She was also a 2005 and 2004 NWBL Champion with the West Sydney Razorbacks.
Stewart was first selected to play for the Australia women's national wheelchair basketball team, known as the Gliders, in 2003. Since then she has played over 150 international games for Australia, winning gold medals at the Asia-Oceania 2012 and 2008 Paralympic Qualifiers, the Asia-Oceania 2006 World Cup Qualifiers, and the 2009, 2010 and 2012 Osaka Cup. She was named MVP of the 2012 Osaka Cup and was All-Star Five in the Four-Nation International in Sydney in 2007.",31
Brett Stibners,33029374,"Brett Andrew Stibners, OAM (born 25 June 1979) is an Australian wheelchair basketball player who won a gold medal at the 2008 Summer Paralympics and the 2010 Wheelchair Basketball World Championship.",74
Daryl Taylor (basketball),33030796,"Daryl Taylor (born 21 May 1966) is an Australian wheelchair basketball player. He was born in Adelaide, South Australia. He was part of the silver medal winning Australia men's national wheelchair basketball team  at the 2004 Summer Paralympics.",28
Nick Taylor (basketball),36348380,"Nick Taylor (born 18 January 1980) is a wheelchair basketball player. He competed at the 2008 Summer Paralympics playing for the South Africa men's national wheelchair basketball team. He represented Australia at the 2012 Summer Paralympics in wheelchair basketball, being part of the men's team that won silver.",96
Liesl Tesch,33028897,"Liesl Dorothy Tesch  (born 17 May 1969) is an Australian wheelchair basketball player, sailor and politician. She became an incomplete paraplegic after a mountain bike accident at the age of 19. She competed in her national wheelchair basketball team at five paralympics, winning three medals, and was the first woman to play the sport professionally. She took up sailing in 2010, winning gold medals at the 2012 London and 2016 Rio Paralympics with partner Daniel Fitzgibbon. In April 2017, she was elected the member for Gosford in the New South Wales Legislative Assembly at the Gosford state by-election.",77
Sarah Vinci,36348228,"Sarah Vinci (born 4 December 1991) is a 1 point wheelchair basketball player who plays for the Perth Western Stars in the Australian Women's National Wheelchair Basketball League. She made her debut with the Australia women's national wheelchair basketball team, known as the Gliders, in 2011, when she played in the Osaka Cup in Japan. Vinci represented Australia at the 2012 Summer Paralympics in London in wheelchair basketball, winning a silver medal. Her most recent international appearance was at the 2013 Osaka Cup.",25
Melinda Young,33031004,"Melinda Jane Young (born 28 August 1971) is a wheelchair basketball player from Australia. She was born in Melbourne, Victoria. She was part of the silver medal winning Australia women's national wheelchair basketball team  at the 2004 Summer Paralympics.",46
Christian Gobe,51835777,"Christian Gobe (born May 13, 1977 in Cameroon) is a Paralympian from Cameroon who represented his country at the 2016 Summer Paralympics, finishing eight in the Shot Put - F55 event.
Gobe contracted polio as a child, and took up sport as part of his rehabilitation efforts. He later moved to Switzerland to attend University of Geneva. While there, he became a Swiss national, got married and had three children.
As a para-athlete, Gobe specializes in T54 100m and 200m events, while also competing in T54 400m, F55 shot put, javelin and discus. Gobe first took up the sport in 1998, and continued with it after moving to Switzerland. Initially representing Cameroon, he became a Swiss national and tried to make the team for the 2008 Games. He switched back to Cameroonian nationality to try to make the a team for 2012 Summer Paralympic but passport issues kept him out despite being named to the team. He successfully made and was Cameroon's sole representative at the 2016 Summer Paralympics. Gobe holds the continental record for the F55 shot put, having broken his own record several times in 2015 and 2016.
Outside of athletics, Gobe is also involved in wheelchair basketball. He played for the Switzerland men's national wheelchair basketball team, and for several clubs in Switzerland. As a member of the Swiss team, he won a bronze medal at the 2006 IWBF Men's B European Championships. He also is involved in the sport as a wheelchair basketball coach.",66
Sandrella Awad,51527861,"Sandrella Awad (born 2 August 1983 in Marseille, France) is a French Paralympic wheelchair basketball player. She currently plays with the Handi Sud Basket team and the France women's national wheelchair basketball team. Sandrella Awad will be part of the French delegation at the 2016 Summer Paralympics in Rio.",59
Jordan Luce,45506581,"Jordan Luce (born 30 November 1993, Le Lamentin, Martinique, French West Indies) is a wheelchair basketball player. Born with pseudoarthrosis of the right tibia, Luce moved to France at 16 to pursue a career in basketball. He is a 4.5 classified player.",37
Israel Even-Zahav,32294996,"Israel Even-Zahav (Hebrew: ישראל אבן-זהב‎) is a former Paralympic athlete from Israel.
Even-Zahav was affected by polio at a young age. In the 1960s he began practicing in athletics, archery and wheelchair basketball at the Israel Sports Center for the Disabled in Ramat Gan.
A member of the national delegation to the 1964 Summer Paralympics, Even-Zahav finished fifth in the discus throw competition and was a member of the gold-medal winning wheelchair basketball team. He was also a member of the wheelchair basketball team in the 1968 Summer Paralympics, also winning a silver medal in athletics (Discus throw) and taking part in shot put, club throw and archery competitions.
He married fellow athlete Neora Helsinger in 1967 .",55
Baruch Hagai,18786304,Baruch Hagai (Hebrew: ברוך חגאי‎; born 1944) is an Israeli paralympic champion.,49
Avraham Tshuva,32286803,Avraham Tshuva (Hebrew: אברהם תשובה‎) is an Israeli journalist reporting on disabled sports events and a former athlete and member of the national wheelchair basketball team.,82
Kazuyuki Kyoya,32643950,"Kazuyuki Kyoya (京谷 和幸, Kyoya Kazuyuki, born August 13, 1971) is a former Japanese football player and Wheelchair basketball player. He has competed in the 4 Paralympic Games; 2000, 2004, 2008 and 2012.
A television movie inspired by Kyoya's story titled Kimi ni Sasageru Emblem (君に捧げるエンブレム, lit. An Emblem Dedicated to You) was broadcast on Fuji TV on January 3, 2017. Arashi's member Sho Sakurai portrayed Kyoya.",34
