title,pageid,context,rating
Red River Limited,18372627,"The Red River Limited was a passenger train operated by Great Northern Railway between Grand Forks, North Dakota, and Saint Paul, Minnesota.",64
Rochester 400,25599184,"The Minnesota 400 was a streamlined passenger train operated by the Chicago and North Western Railway on its southern Minnesota line between Mankato, Minnesota and Wyeville, Wisconsin. It began running in 1936. In 1950 it was extended to run between Chicago, Illinois and Huron, South Dakota and renamed the Dakota 400. It would be further extended to Rapid City, South Dakota, before being cut back to Mankato, in 1960. This final iteration was named the Rochester 400 and it ceased operation in 1963.
",24
Rock Island Rockets (1937),22150292,"The Chicago, Rock Island and Pacific Railroad Rockets were lightweight, streamlined diesel-electric passenger trains built by the Budd Company. These six trains were the first streamlined equipment purchased by the Rock Island, as well as being its first diesel-powered passenger trains. Four of the trains consisted of three cars each, the other two each had four cars.
The stainless steel trains were each powered by an Electro-Motive Corporation model TA locomotive. Unlike many other early streamlined trains, the locomotives were not permanently attached to the trains.
The trains were articulated except for the observation cars.
The six trains as originally assigned were:
The Peoria Rocket, Chicago, Illinois to Peoria, Illinois
Articulated 3 car set:
32 seat Baggage-dinette-coach #400 Joliet
60 seat coach #306 Ottawa
76 seat coach #300 La Salle

32 seat, 1 drawing room, parlor, buffet, observation car #450 Peoria

The Des Moines Rocket, Chicago, Illinois to Des Moines, Iowa
Articulated 3 car set:
32 seat Baggage-dinette-coach #401 Norman Judd
60 seat coach #307 Grenville Dodge
76 seat coach #301 Henry Farnum

32 seat, 1 drawing room, parlor, buffet, observation car #451 L M Allen


The Texas Rocket, Fort Worth, Texas to Houston, Texas
Articulated 2 car set:
32 seat Baggage-dinette-coach #402 Dream Lake
76 seat coach #302 Mesa Verde

28 seat coach, lounge, observation car #452 Centennial

The Rocky Mountain Rocket, Kansas City, Missouri to Denver, Colorado
Articulated 2 car set:
32 seat Baggage-dinette-coach #403 Bear Lake
76 seat coach #303 Mount Evans

28 seat coach, lounge, observation car #453 Pikes Peak


The Kansas City Rocket, Minneapolis, Minnesota to Kansas City, Missouri (2 trainsets)
Articulated 2 car set:
18 seat Baggage-dinette-coach #404 Arrow Head
76 seat coach #304 Chippewa

28 seat coach, lounge, observation car #454 Minnesota
Articulated 2 car set:
18 seat Baggage-dinette-coach #405 Mesabi
76 seat coach #305 Ioway

28 seat coach, lounge, observation car #455 Missouri

",26
Rocky Mountain Rocket,8123484,"The Rocky Mountain Rocket was a streamlined passenger train of the Chicago, Rock Island and Pacific Railroad. Rock Island's train numbers 7 and 8 ran from Chicago's LaSalle Street Station to Denver's Union Station and Colorado Springs, Colorado. The Rocky Mountain Rocket ran from 1939 to 1966; the train was discontinued prior to the creation of Amtrak in 1971.
",24
Roger Williams (train),21992481,"The Roger Williams was a streamlined, six car, lightweight, DMU passenger train, built by the Budd Company in 1956 for the New York, New Haven and Hartford Railroad. The train was based on Budd's successful RDC DMU cars. The end two cars were equipped with streamlined locomotive style cabs and noses, resembling those on the Fairbanks-Morse P-12-42 Diesel locomotives. The four intermediate cars lacked operating controls and cabs.
For operation into Grand Central Terminal, the cars were each equipped with third-rail shoes, and small traction motors, allowing them to operate into the terminal under electric power, with their engines shut down.
After a short period of time in high speed service, the train was split up, and the cars were used in service with the New Haven's other RDCs. They worked for the New Haven, Penn Central, and Amtrak, until the last cars were retired in the 1980s.
The two end cars, and one intermediate car, are preserved in operating condition, by a private owner, at the Danbury Railway Museum in Danbury, Connecticut",85
Royal Blue (train),13893266,"The Royal Blue was the Baltimore and Ohio Railroad (B&amp;O)'s flagship passenger train between New York City and Washington, D.C., in the United States, beginning in 1890. The Baltimore-based B&amp;O also used the name between 1890 and 1917 for its improved passenger service between New York and Washington launched in the 1890s, collectively dubbed the Royal Blue Line. Using variants such as the Royal Limited and Royal Special for individual Royal Blue trains, the B&amp;O operated the service in partnership with the Reading Railroad and the Central Railroad of New Jersey. Principal intermediate cities served were Philadelphia, Wilmington, and Baltimore. Later, as Europe reeled from the carnage of World War I and connotations of European royalty fell into disfavor, the B&amp;O discreetly omitted the sobriquet Royal Blue Line from its New York passenger service and the Royal Blue disappeared from B&amp;O timetables. Beginning in 1917, former Royal Blue Line trains were renamed: the Royal Limited (inaugurated on May 15, 1898), for example, became the National Limited, continuing west from Washington to St. Louis via Cincinnati. During the Depression, the B&amp;O hearkened back to the halcyon pre-World War I era when it launched a re-christened Royal Blue train between New York and Washington in 1935. The B&amp;O finally discontinued passenger service north of Baltimore on April 26, 1958, and the Royal Blue faded into history.
Railroad historian Herbert Harwood said, in his seminal history of the service, ""First conceived in late Victorian times to promote a new railroad line ... it was indeed one of the most memorable images in the transportation business, an inspired blend of majesty and mystique ... Royal Blue Line ... Royal Blue Trains ... the Royal Blue all meant different things at different times. But essentially they all symbolized one thing: the B&amp;O's regal route."" Between the 1890s and World War I, the B&amp;O's six daily Royal Blue trains providing service between New York and Washington were noted for their luxury, elegant appearance, and speed. The car interiors were paneled in mahogany, had fully enclosed vestibules (instead of open platforms, still widely in use at the time on U.S. railroads), then-modern heating and lighting, and leaded glass windows. The car exteriors were painted a deep ""Royal Saxony blue"" color with gold leaf trim.
The B&amp;O's use of electrification instead of steam power in a Baltimore tunnel on the Royal Blue Line, beginning in 1895, marked the first use of electric locomotives by an American railroad and presaged the dawn of practical alternatives to steam power in the 20th century. Spurred by intense competition from the formidable Pennsylvania Railroad, the dominant railroad in the lucrative New York–Washington market since the 1880s, the Royal Blue in its mid-1930s reincarnation was noted for a number of technological innovations, including streamlining and the first non-articulated diesel locomotive on a passenger train in the U.S., a harbinger of the steam locomotive's eventual demise.

",4
Royal Palm (train),11220758,"The Royal Palm was a named train of the Southern Railway which ran from Cincinnati, Ohio, to Jacksonville, Florida, and then on the Florida East Coast Railway to Miami, Florida. The train was discontinued in 1970.
",50
Sacramento Daylight,28701176,"The Sacramento Daylight was a named passenger train operated by the Southern Pacific Railroad, part of the family of ""Daylights"" which included the San Joaquin Daylight, Shasta Daylight, Coast Daylight, and Sunbeam. It carried train numbers 53 and 54.
The Southern Pacific introduced the Sacramento Daylight in 1946 as a Sacramento section of the Los Angeles—Oakland San Joaquin Daylight; the Sacramento cars were cut out at Lathrop. In 1970? the through cars ended; the train from Sacramento ran past Lathrop to Tracy and connected to the Los Angeles train there. The San Joaquin/Sacramento Daylight survived until the formation of Amtrak on May 1, 1971, when they were both discontinued.",95
Sam Houston Zephyr,18896998,"The Sam Houston Zephyr was a named passenger train operated by the Burlington-Rock Island Railroad, a subsidiary of both the Chicago, Burlington and Quincy Railroad and the Chicago, Rock Island and Pacific Railroad. It was the first streamlined passenger train in Texas.
Inaugurated on October 1, 1936, the year of the Texas centennial celebrations, the streamlined train was named for Texas hero Sam Houston. On its original schedule, the train ran from the Texas and Pacific station in Fort Worth to Union Station in Houston in exactly five hours, making only four intermediate stops in Dallas, Waxahachie, Corsicana, and Teague.
The train was designated number 3 southbound, and number 4 northbound. Its chief competitor was the Sunbeam, operated by the Texas and New Orleans Railroad (a subsidiary of the Southern Pacific) on a parallel route between Dallas and Houston.
One of the original trainsets from the Twin Cities Zephyr, number 9901, was transferred to begin this new route. While under the management of the Rock Island, Zephyr 9901 power car was destroyed by fire on December 19, 1944. The Rock Island did not maintain the train properly; the cause of the file was oil residue which poor maintenance failed to remove. Because equipment was needed to keep the busy line running, the Rock Island replaced its Texas Rocket with the new Twin Star Rocket in July 1945.
Like many other passenger trains that experienced declining revenues in the face of competition from automobiles and airplanes in the 1950s and 1960s, the Sam Houston Zephyr was discontinued in 1966.",34
San Diegan (train),1039615,"The San Diegan was one of the named passenger trains of the Atchison, Topeka and Santa Fe Railway, and a “workhorse” of the railroad. Its 126-mile (203-kilometer) route ran from Los Angeles, California south to San Diego. It was assigned train Nos. 70–79 (Nos. 80–83 were added in 1952 when RDCs began operating on the line).
The Los Angeles-San Diego corridor (popularly known as the “Surf Line” — officially, the Fourth District of the Los Angeles Division) was to the Santa Fe as the New York City–Philadelphia corridor was to the Pennsylvania Railroad. Daily traffic could reach a density of ten trains (each way) during the summer months. The first San Diegan ran on March 27, 1938 as one set of equipment making two round trips a day.
A second trainset delivered in 1941 made possible four streamlined trains each way. A set of heavyweight equipment made a fifth trip in each direction. During and after the Second World War, furlough business from San Diego's military bases necessitated extra (albeit heavyweight) sections of San Diegans, and racetrack specials during horseracing season at Del Mar added to passenger train miles.
Amtrak continued to operate the San Diegan when it took over operation of the nation's passenger service on May 1, 1971, and it retired the name on June 1, 2000. Today, the route of the San Diegan (the second busiest passenger rail line in the United States) is served by Amtrak's Pacific Surfliner.



",11
San Francisco Challenger,14165771,"The San Francisco Challenger was a train operated by Southern Pacific Railroad, Union Pacific Railroad and Chicago and Northwestern Railroad. Starting in 1936, it ran from Oakland, California to Chicago, Illinois via the Overland Route. Schedule was about 60 hours-- three nights and two days. In 1947 it was replaced by the Gold Coast, which was discontinued in January 1955.",2
San Francisco Chief,2271123,"The San Francisco Chief was a streamlined passenger train on the Atchison, Topeka, and Santa Fe Railway (""Santa Fe"") between Chicago, Illinois and the San Francisco Bay Area. It ran from 1954 until 1971. The San Francisco Chief was the last new streamliner introduced by the Santa Fe, its first full train between Chicago and the Bay, the only Chicago-Bay Area train running over just one railroad, and at 2,555 miles (4,112 km) the longest run in the country on one railroad. The San Francisco Chief was one of many trains discontinued when Amtrak began operations in 1971.
",97
San Joaquin Daylight,18372201,"

The San Joaquin Daylight was a Southern Pacific passenger train (train numbers 51 and 52) inaugurated between Los Angeles and Oakland Pier by way of the San Joaquin Valley and Tehachapi Pass on July 4, 1941. It operated until the advent of Amtrak in 1971.",96
Santa Fe de Luxe,2342624,"The Santa Fe de Luxe was the first extra-fare named passenger train on the Atchison, Topeka and Santa Fe Railway.
The de Luxe (meaning something luxurious, or elegant) started on December 12, 1911 on a seasonal weekly schedule between Chicago, Illinois, and Los Angeles, California. It was the first train the Santa Fe called ""Extra Fast - Extra Fine - Extra Fare."" It was conceived by company president Edward Payson Ripley as the Santa Fe equivalent to the renowned 20th Century Limited (New York Central) and Broadway Limited (Pennsylvania Railroad).
The trip took 63 hours each way and the sixty passengers paid a surcharge of $25 each way. Passengers could only board in Chicago, Los Angeles, Kansas City, or at Williams, Arizona (where those heading to the Grand Canyon boarded a train of the Grand Canyon Railway.
On arrival at Summit in Cajon Pass in California eastbound passengers were presented with orchid corsages (for the ladies) and engraved pigskin wallets (for the men). On the westbound run, ladies received a bouquet of flowers and a basket of California oranges, while the men got the usual wallet.
The de Luxe was not essential to the war effort and was withdrawn on May 1, 1917.",51
Scott Special,5081127,"The Scott Special, also known as the Coyote Special, the Death Valley Coyote or the Death Valley Scotty Special, was a one-time, record-breaking (and the best-known) passenger train operated by the Atchison, Topeka and Santa Fe Railway (Santa Fe) from Los Angeles, California, to Chicago, Illinois, at the request of ""Death Valley Scotty"". At the time of its transit in 1905, the Scott Special made the 2,265-mile (3,645 km) trip between the two cities at the fastest speed recorded to date; in doing so, it established the Santa Fe as the leader in high-speed travel between Chicago and the West Coast. The Scott Special made the trip in 44 hours and 54 minutes breaking the previous records, set in 1900 by the Peacock Special, by 13 hours and 2 minutes, and in 1903 by the Lowe Special, by 7 hours and 55 minutes. Santa Fe's regular passenger service from Los Angeles to Chicago at the time was handled on a 2½-day schedule by the California Limited. It was not until the 1936 introduction of the Super Chief that Santa Fe trains would regularly exceed the speeds seen on the Scott Special.",18
Scout (train),2861078,"The Scout was one of the named passenger trains of the Atchison, Topeka and Santa Fe Railway. It started as train Nos. 1 (westbound) &amp; 10 (eastbound) between Chicago, Illinois and Los Angeles, California. Inaugurated on January 16, 1916, this ""budget"" heavyweight train had tourist sleeping cars with upper and lower berths, ""chair"" cars (coaches) and an open-end observation car.
The train was assigned Nos. 1 &amp; 2 in 1920 and reverted to Nos. 1 &amp; 10 a year later. In summer 1926 it left Chicago at 1115 and arrived Los Angeles at 0900 three days later, running via Ottawa Jct, Amarillo and Fullerton. In November 1939 it left at 2045 and arrived 0700, sixty hours on the same route except via Pasadena.
The Scout made its last run on June 7, 1948.
",87
Seminole (train),43596501,"The Seminole, also known as the Seminole Limited, was a streamlined passenger train operated by the Illinois Central Railroad, Central of Georgia Railway, and Atlantic Coast Line Railroad between Chicago, Illinois and Jacksonville, Florida. It operated from 1909 to 1969 and was the first year-round service between the two cities.",47
Shasta Daylight,18408140,"The Shasta Daylight was a Southern Pacific Railroad passenger train between Oakland Pier in Oakland, California, and Portland, Oregon. It started on July 10, 1949, and was SP's third ""Daylight"" streamliner; it had a fast 15-hour-30-minute schedule in either direction for the 713-mile (1,147 km) trip through some of the most beautiful mountain scenery of any train in North America. The Shasta Daylight replaced heavyweight trains on the same route that had taken nearly a day and night to complete the run. The Shasta Daylight was the first diesel powered Daylight and the only Daylight to run beyond California. The scenic route of the Shasta Daylight passed its namesake Mount Shasta in daylight hours.",66
The Shoshone,52705901,"The Shoshone was a named passenger train of the Chicago, Burlington and Quincy Railroad and its subsidiary the Colorado and Southern Railway. The train operated between Denver, Colorado and Billings, Montana via Casper, Wyoming and the Wind River Canyon. The train operated until September 1, 1967. In 1946 the train featured standard heavyweight sleeping car accommodation, dining car service, and reclining chair cars. By 1967 the name was dropped and the train consisted of only a modernized heavyweight coach and storage mail cars which were picked up and dropped off en-route.",41
Silver Bullet Express (train),41525554,"The Silver Bullet Express, also known as the Sunday River Ski Train, was a privately owned and operated ski train that ran from Portland, Maine to Sunday River Ski Resort near Bethel, Maine. The ski train was owned by Sunday River and sponsored by Coors Light. The train left Portland at 6:45 am, arriving in Bethel at 8:45 am where passengers transferred to Buses which would take them to the mountain. The return trip would depart Bethel at 5:15 pm. Amenities included a dining car, parlor car, and a retrofitted boxcar for carrying skis and snowboards. It operated from 1993 until 1996.",27
Silver Comet (train),17586466,"The Silver Comet was a streamlined passenger train inaugurated on May 18, 1947, by the Seaboard Air Line Railroad (Seaboard Coast Line after merger with the Atlantic Coast Line on July 1, 1967). Before its inaugural run, the new train was christened by actress Jean Parker at Pennsylvania Station in New York City.
Daily service extended from New York via Washington, D.C., Richmond, Virginia, Raleigh, North Carolina, and Atlanta, Georgia to Birmingham, Alabama. From New York to Washington, the train was handled by the Pennsylvania Railroad; from Washington to Richmond, by the Richmond, Fredericksburg and Potomac Railroad; and by Seaboard from Richmond to points south. Under its original schedule, the trip took 23 hours at an average speed of 48 miles per hour.
The consist of the Silver Comet included baggage cars, coaches, Pullman sleepers, and a dining car between New York and Birmingham, along with through coaches and Pullmans to or from Portsmouth, Virginia, connecting at Hamlet, North Carolina. A 48-seat observation car brought up the rear of the train.
Owing to declining passenger and mail revenues, the Silver Comet was discontinued in stages in 1969: the last trip between Atlanta and Birmingham was made on January 18; between Washington and Richmond, May 7; and between Richmond and Atlanta, October 14. The last through sleeper had run on December 31, 1968.
Following abandonment of the Atlanta to Birmingham segment of the Silver Comet right-of-way by SAL-SCL successor CSX in 1989, portions were converted to the Silver Comet Trail in Georgia and the Chief Ladiga Trail in Alabama.",94
Silver Meteor,1307278,"The Silver Meteor is a passenger train operated by Amtrak between New York City and Miami, Florida. The first diesel-powered streamliner between New York and Florida, since being introduced by the Seaboard Air Line Railroad (SAL) in 1939, it remains in operation now. The train is part of Amtrak's Silver Service along with the Silver Star, another former SAL streamliner.



",48
Silver Star (Amtrak train),1309328,"The Silver Star is a 1,522-mile (2,449 km) passenger train route in the Silver Service brand operated by Amtrak, running from New York City south to Miami, Florida via the Northeast Corridor to Washington, D.C., then via Richmond, Virginia; Raleigh, North Carolina; Columbia, South Carolina; Savannah, Georgia; Jacksonville, Florida; Orlando, Florida; and Tampa, Florida. The Silver Star shares much of its track with the Silver Meteor, which runs further east through North Carolina and South Carolina.
During fiscal year 2011, the Silver Star carried nearly 425,000 passengers, an increase of 7.8 percent over FY2010. During FY2011, the train had a total revenue of $32,963,894, a 10.6% increase from FY2010.
",35
Silver Streak Zephyr,18387278,"The Silver Streak Zephyr was a train service of the Chicago, Burlington and Quincy Railroad in the American midwest. It ran from 1940 through 1959.
On April 15, 1940 the Chicago, Burlington and Quincy Railroad inaugurated the Silver Streak Zephyr operating a Lincoln-Omaha-St. Joseph-Kansas City round trip daily. The new train was named Silver Streak Zephyr for the train portrayed in the Paramount Motion Picture The Silver Streak, with the starring role by the Pioneer Zephyr. The CB&amp;Q liked the name and assigned it to the new Zephyr. This was the second Zephyr assigned to this route as the Pioneer Zephyr had operated in this service for some time and had actually outgrown it, when it generated more traffic than it was able to handle.
For power the new five car lightweight streamliner was assigned a new EMD E5A unit developing 2,000 horsepower (1,500 kW) Passengers were obviously pleased with the new Silver Streak Zephyr as ridership showed a marked increase within days of the new trains entry into service. As with the earlier General Pershing Zephyr and Ak-Sar-Ben Zephyr the new Silver Streak Zephyr no longer operated with articulated train sets or for that matter even articulated cars. The Burlington’s days of ordering articulated equipment were over and no further cars of that type would ever be contemplated.
",66
Sioux (train),11138736,"The Sioux was a named passenger train of the Milwaukee Road that operated between Chicago, Madison, Wisconsin, and Rapid City, South Dakota, via Prairie du Chien, Wisconsin and northern Iowa. The train operated coaches, diners and sleeping cars though most of its history.
In the latter years of the 1950s, the Sioux operated a non-stop service between Chicago's Union Station and Madison, Wisconsin. On that route, the train included a dining car serving breakfast, and a first-class parlor car. West of Madison the train carried a sleeping car and coaches. West of Madison it also operated as a mail train, making frequent stops. The train crossed the Mississippi River on the Pile–Pontoon Railroad Bridge.
On October 1, 1951, the train was cut back to a Chicago to Canton, South Dakota, service with prepaid taxi connections to nearby Sioux Falls. In 1960 the train was further cut back to a Chicago to Madison coach service. The train ceased operation on May 1, 1971, when Amtrak assumed responsibility for providing a national rail service.",37
South Wind (train),17256082,"The South Wind was a named passenger train equipped and operated jointly by the Pennsylvania Railroad, the Louisville and Nashville Railroad, the Atlantic Coast Line Railroad (later Seaboard Coast Line), and the Florida East Coast Railway. The South Wind began operations in December 1940, providing streamliner service between Chicago, Illinois and Miami, Florida. This was one of three seven-car streamlined trains operating every third day along different routes between Chicago and Miami. The other two trains were the City of Miami and the Dixie Flagler. The South Wind remained in service through the creation of Amtrak in 1971 but was soon replaced by the Floridian.",33
Southern Belle (KCS train),1840190,"The Southern Belle was a named passenger train service offered by Kansas City Southern Railway (KCS) from the 1940s through the 1960s, running between Kansas City, Missouri and New Orleans, Louisiana.
The service was inaugurated on September 2, 1940. To promote the new train, KCS held a beauty contest to find ""Miss Southern Belle,"" a young woman whose image would be used in advertising materials systemwide. Local competitions were held before the train's launch in all of the cities that the KCS served. The ultimate winner of the competition, Margaret Landry, was the winner of the local competition in Baton Rouge, Louisiana. She was selected as ""Miss Southern Belle"" at the final competition in New Orleans, Louisiana, on August 24, 1940. She briefly became a screen actress, being most famous for her cameo as Teresa Guadalupe in The Leopard Man of 1943.
The last run of the Southern Belle was on November 3, 1969.
",26
Southerner (U.S. train),11234807,"The Southerner was a streamlined passenger train operated by the Southern Railway in the United States between New York City and New Orleans, Louisiana. It operated from 1941 to 1970.",58
Southwest Limited (MILW),11565229,"The Southwest Limited was a named passenger train operated by the Chicago, Milwaukee, St. Paul and Pacific Railroad (the ""Milwaukee Road"") on an overnight schedule between Chicago, Illinois, and Kansas City, Missouri. The westbound train (to Kansas City) was Milwaukee Road train No. 25, and the eastbound train (to Chicago) was train No. 26. For much of the train's history, a section of the Southwest Limited also operated between Kansas City and Milwaukee, Wisconsin.",24
Speed Merchant (train),22006864,"The Speed Merchant was a named train of the Boston and Maine Railroad (B&amp;M), between Boston, Massachusetts and Portland, Maine. The Speed Merchant was purchased by the Patrick B. McGinnis administration of the B&amp;M, and was virtually identical to the John Quincy Adams, one of three experimental passenger trains purchased by the New Haven Railroad (under McGinnis) in an attempt to modernize rail travel and lure people out of their cars. The train was built by American Car and Foundry to a lightweight Talgo design, and was powered by two Fairbanks-Morse P-12-42 Diesel-electric locomotives, one at each end of the train, connected by Multiple unit control.
The train consisted of five sections, each made up of three short cars articulated together. The center car of each section had two axles (one at each end), with the remaining cars having a single axle each, being supported by adjacent cars at the end opposite the axle. The ride was rough, as with most of the other lightweight trains of the period, and the train was not a success.
Service lasted until 1964.",100
Spirit of St. Louis (train),27262699,"The Spirit of St. Louis was a named passenger train on the Pennsylvania Railroad and its successors Penn Central and Amtrak between New York and St. Louis, Missouri. The Pennsylvania introduced the Spirit of St. Louis on June 15, 1927, replacing the New Yorker (eastbound) and St. Louisian (westbound); that September its schedule was 24 hr 50 min each way.
The name honored the airplane Spirit of St. Louis, flown the month before by Charles Lindbergh from New York to Paris. The Spirit of St. Louis remained in service through the inception of Amtrak, finally disappearing from the timetable in July 1971. It was replaced by the National Limited.",13
Spirit of Washington Dinner Train,13578350,"The Spirit of Washington dinner train was a dinner train that operated for 15 years from Renton, Washington, with trips heading to Woodinville and back, and then for three months out of Tacoma, with trips heading from Tacoma to Lake Kapowsin near Mount Rainier. On October 29, 2007 the operators of the dinner train announced they would be shutting down the Tacoma route due to poor ridership.
",75
State of Maine Express,31378832,"The State of Maine was an overnight passenger train between New York City and Portland, Maine. Connections were available at Portland for Maine Central Railroad trains to most Maine locations, and at Grand Central Terminal for trains to the western and southern United States. Travel was over the New Haven Railroad (now Amtrak's Northeast Corridor) into Connecticut where trains left the Northeast Corridor to reach the Boston and Maine Railroad in Worcester, Massachusetts. Trains continued over the Boston &amp; Maine to Portland. Service initiated in 1913 used the Boston and Albany Railroad between Springfield, Massachusetts and Worcester; but New Haven routing from Groton, Connecticut was used after the mid-1920s and trains were routed through Providence, Rhode Island after World War II.",59
Steeler (train),40140612,"The Morning Steeler and Afternoon Steeler were a pair of passenger trains operated by the Pennsylvania Railroad between Pittsburgh, Pennsylvania and Cleveland, Ohio. The original Steeler was at one time the fastest train between the two cities, but the service lasted less than a dozen years.
The service began on December 12, 1948 as the Steeler, a single round-trip between Pittsburgh and Cleveland. It departed Cleveland in the morning and returned from Pittsburgh in the late afternoon. Its travel time of 2 hours and 40 minutes was, at the time, the fastest between the two cities. At first the Steeler made just two intermediate stops, in Alliance and Hudson, Ohio. On April 30, 1950, the Pennsylvania inaugurated a second round-trip between the two cities, adding a morning departure from Pittsburgh and a corresponding afternoon return from Cleveland. The morning pair were dubbed the Morning Steeler and the afternoon pair the Afternoon Steeler. Pittsburgh Steelers head coach John Michelosen was on hand to christen the new service. Prior to this the Pennsylvania had five daily round-trips between the two cities: the Steeler, Clevelander, and three additional unnamed pairs. The Steeler carried both a parlor and a ""dining lounge"" car in addition to coaches.
The Pennsylvania discontinued the Morning Steeler on September 7, 1957. The railroad cited competition from the newly completed Ohio Turnpike; daily patronage had fallen to 35 and yearly losses totaled $41,000. Its discontinuance left two Pennsylvania trains, the Afternoon Steeler and the Clevelander, between Pittsburgh and Cleveland. The Afternoon Steeler survived another year, ending on June 28, 1958. At the insistence of the Pennsylvania Utility Commission a rump version of the Steeler continued to operate as a commuter train to Beaver Falls, Pennsylvania until late July.",8
Sunbeam (passenger train),18372143,"The Sunbeam was a named passenger train between Houston and Dallas on the Texas and New Orleans Railroad (T&amp;NO), a subsidiary of the Southern Pacific Railroad (SP). The train carried number 13 northbound and number 14 southbound.
The Sunbeam began in 1925 as a heavyweight train. In June 1926 it took 6 1/2 hours each way, leaving Houston at noon and Dallas at 1:25 p.m.; in August 1937 it scheduled fifteen regular and flag stops in the 6 1/2 hour run. The Sunbeam was re-equipped on September 19, 1937, as a streamlined train in the Daylight paint scheme. The T&amp;NO streamlined three P-14 class 4-6-2 Pacific locomotives and painted them and their Vanderbilt tenders in Daylight colors.
Initial streamliner schedule over the 264 miles was 4 hours 45 minutes. Beginning June 1, 1938, the train made no passenger stops between the two largest cities in Texas, and the schedule was trimmed by twenty minutes to 4 hours 25 minutes (265 minutes) each way. The schedule was intended to match the competition, the Burlington-Rock Island's Texas Rocket and Sam Houston Zephyr, which ran 249.6 miles between Houston and Dallas in 250 minutes.
The Sunbeam (trains 13 and 14) operated in tandem with its slower sibling, the Hustler (trains 15 and 16) using primarily the same equipment. In August 1938 the streamlined Hustlers left Houston and Dallas at 8 a.m. and arrived at their destinations at 2 p.m., having made most local stops along the way. Each consist was then turned and returned as the Sunbeam, leaving Houston at 4:45 and Dallas at 5:00. By 1941 flag stops at Ennis and College Station had been added to the Sunbeam's schedule, but the 265-minute schedule continued into the 1950s. Both the Sunbeam and the Hustler would meet their respective counterparts at Kosse, near the mid-point of the run.
With the advent of T&amp;NO/SP's Diesel locomotive fleet after World War II, ALCO PAs were often assigned to the Sunbeam. The Hustler was discontinued on August 11, 1954, and the Sunbeam received a new schedule that allowed it to depart Houston's Grand Central Station in the morning and return from Dallas in the afternoon, now using just one set of equipment instead of two. The new schedule lasted only thirteen months, and the Sunbeam made its final round trip on September 11, 1955.",59
Sunset Limited,1242573,"The Sunset Limited is a passenger train that for most of its history has run between New Orleans and Los Angeles, over the nation's second transcontinental route.
Both passenger totals and revenues have shown a steady improvement in recent years. During fiscal year 2014, the Sunset Limited carried 105,000 passengers, an increase of 2.1% over FY2013, even as the total for all long-distance service declined that year. But held back by running only three days a week (one of only two of Amtrak's 15 long-distance trains that are not at least daily, the other being the Cardinal), the Sunset Limited carried the fewest passengers of any Amtrak train. For FY2014, it had a total revenue of $12,598,000, giving it a 2.6% increase over FY2013.



",53
Sunshine Special,3028818,"The Sunshine Special was inaugurated by the St. Louis, Iron Mountain and Southern Railway, (later the Missouri Pacific Railroad), on December 5, 1915, to provide a premium level of passenger train service between St. Louis, Little Rock, and destinations in Texas. Until being shifted into a secondary role by the Texas Eagle diesel powered streamliner in August 1948, the Sunshine Special served as the flagship of the Missouri Pacific Railroad's passenger train service. The last vestige of the Sunshine Special name did not disappear from Missouri Pacific timetables until 1962.
Between July 7, 1946, and April 25, 1948, the Missouri Pacific and the Pennsylvania Railroad operated the Sunshine Special jointly between New York City and Texas. Low traffic west of St. Louis prompted the Missouri Pacific to withdraw from the joint operation in favor of exchanging sleeper cars. The PRR renamed its train the Texas Eagle on August 15, then finally the Penn Texas on December 12.",36
Super Chief,1010819,"The Super Chief was one of the named passenger trains and the flagship of the Atchison, Topeka and Santa Fe Railway. It claimed to be ""The Train of the Stars"" because of the celebrities it carried between Chicago, Illinois, and Los Angeles, California.
The Super Chief (Nos. 17 and 18) was the first Diesel-powered, all-Pullman sleeping car train in America, and it eclipsed the Chief as Santa Fe's standard bearer. The extra-fare ($10) Super Chief left Dearborn Station in Chicago for its first trip on May 12, 1936. Before starting scheduled service in May 1937, the lightweight version of the Super Chief ran 2,227 miles (3,584 km) from Los Angeles over recently upgraded tracks in 36 hours and 49 minutes, averaging 60 mph (97 km/h) overall and reaching 100 mph (160 km/h).
With one set of equipment, the train initially operated once a week from both Chicago and Los Angeles. After more cars had been delivered the Super Chief ran twice weekly beginning in 1938 and daily after 1948. Adding to the train's mystique were its gourmet meals and Hollywood clientele.
Competitors to the Super Chief were the City of Los Angeles on the Chicago and North Western Railway and the Union Pacific Railroad, and (to a lesser extent) the Golden State on the Rock Island and Southern Pacific. The Santa Fe Super Chief was one of the last passenger trains in the United States to carry an all-Pullman consist; only the Pennsylvania Railroad's Broadway Limited and the Illinois Central's Panama Limited survived longer. The train maintained its high level of service until the end of Santa Fe passenger operations on May 1, 1971.
When Amtrak took over operation of the nation's passenger service on May 1, 1971, the 35-year run of the Super Chief on the Santa Fe ended, though Amtrak used the name on the same route for three years. In 1974 the Santa Fe withdrew permission to use the name due to a perceived decline in service, so Amtrak renamed it Southwest Limited. Following the delivery of new Superliner equipment, the Santa Fe allowed Amtrak to call it the Southwest Chief in 1984.



",53
